Date,Description,Amount,Category,PaymentMethod,Month
31-10-2025,Pizza Hut,1336.58,Food,Credit Card,October
22-01-2025,Pepperfry,2989.25,Online Shopping,Debit Card,January
18-08-2025,Amazon Prime,496.25,Entertainment,UPI,August
12-10-2025,Subway,464.4,Food,Credit Card,October
20-02-2025,MedPlus,2744.05,Healthcare,Debit Card,February
05-12-2025,SonyLiv,868.18,Entertainment,Net Banking,December
19-02-2025,TNEB,4302.6,Bills,Credit Card,February
28-12-2025,Star Bazaar,1759.93,Grocery,UPI,December
09-05-2025,US Polo,759.5,Clothing,Net Banking,May
07-06-2025,Amazon Prime,779.34,Entertainment,Debit Card,June
26-02-2025,Barbeque Nation,1227.42,Food,Net Banking,February
02-06-2025,Hotstar,510.26,Entertainment,Debit Card,June
08-05-2025,AirAsia,22805.46,Travel,UPI,May
15-10-2025,AirAsia,8765.67,Travel,Debit Card,October
22-04-2025,Paradise Biryani,801.72,Food,Debit Card,April
20-09-2025,Nilgiris,1406.33,Grocery,UPI,September
20-01-2025,Air India,5952.1,Travel,Credit Card,January
11-02-2025,Apollo Hospital,16681.98,Healthcare,Net Banking,February
20-10-2025,Netflix,686.43,Entertainment,Debit Card,October
26-06-2025,Aha,470.93,Entertainment,Credit Card,June
08-12-2025,Kauvery,5932.64,Healthcare,Credit Card,December
08-07-2025,Metro Rail,297.21,Transport,UPI,July
21-12-2025,Samsung Store,17321.1,Electronics,UPI,December
14-05-2025,BMTC,1982.19,Transport,Debit Card,May
31-01-2025,Allen Solly,4396.8,Clothing,Net Banking,January
13-12-2025,YouTube Premium,702.17,Entertainment,UPI,December
11-05-2025,Ajio,2962.18,Online Shopping,UPI,May
27-10-2025,ACT Fibernet,5125.96,Bills,Credit Card,October
30-06-2025,Hotstar,986.05,Entertainment,Debit Card,June
30-01-2025,Taco Bell,1403.73,Food,Net Banking,January
14-03-2025,Sony Center,83348.78,Electronics,UPI,March
11-09-2025,Tata Cliq,7523.44,Online Shopping,Net Banking,September
30-05-2025,CloudNine,1597.44,Healthcare,Credit Card,May
23-05-2025,BMTC,704.99,Transport,UPI,May
09-09-2025,IndiGo,20443.98,Travel,UPI,September
28-07-2025,Tata Cliq,838.07,Online Shopping,UPI,July
25-12-2025,Flipkart,2781.65,Online Shopping,UPI,December
26-04-2025,JioMart,1373.63,Grocery,UPI,April
12-01-2025,Spotify,728.33,Entertainment,Credit Card,January
04-07-2025,CloudNine,10120.42,Healthcare,UPI,July
01-01-2025,Cream Stone,284.41,Food,Debit Card,January
18-02-2025,Pepperfry,14478.56,Online Shopping,Debit Card,February
05-08-2025,Taco Bell,1323.23,Food,Credit Card,August
17-08-2025,Airtel,5565.33,Bills,Credit Card,August
08-08-2025,RedBus,1828.95,Transport,UPI,August
21-04-2025,Sony Center,13850.43,Electronics,Credit Card,April
06-05-2025,Asus Store,84106.92,Electronics,Credit Card,May
21-03-2025,Reliance Digital,16504.01,Electronics,UPI,March
24-12-2025,Dominos,826.72,Food,Net Banking,December
02-02-2025,Star Bazaar,4272.6,Grocery,Credit Card,February
10-03-2025,RedBus,914.33,Transport,UPI,March
03-09-2025,Starbucks,809.7,Food,UPI,September
27-03-2025,Hotstar,628.57,Entertainment,Credit Card,March
26-03-2025,Yulu Bikes,896.34,Transport,Debit Card,March
17-02-2025,Nykaa,6777.73,Online Shopping,Debit Card,February
05-02-2025,Zee5,281.8,Entertainment,Net Banking,February
27-12-2025,Water Board,1290.62,Bills,Credit Card,December
15-12-2025,OnePlus,81131.72,Electronics,UPI,December
16-06-2025,More Supermarket,357.4,Grocery,Credit Card,June
16-12-2025,Kauvery,5616.2,Healthcare,Debit Card,December
20-02-2025,Apple Music,711.43,Entertainment,Debit Card,February
07-04-2025,Booking.com,1922.4,Travel,Debit Card,April
09-11-2025,Adidas,1745.8,Clothing,Credit Card,November
20-02-2025,Hotstar,153.64,Entertainment,UPI,February
29-12-2025,Zara,533.34,Clothing,Net Banking,December
14-01-2025,Woodland,6265.63,Clothing,Credit Card,January
29-05-2025,Boat Lifestyle,48970.62,Electronics,Net Banking,May
01-11-2025,Vivo Store,101981.92,Electronics,Net Banking,November
14-10-2025,Netflix,183.62,Entertainment,Net Banking,October
03-01-2025,Apollo Pharmacy,2631.3,Healthcare,Net Banking,January
05-03-2025,Apple Store,117559.6,Electronics,Debit Card,March
21-04-2025,Noise,144976.97,Electronics,UPI,April
19-05-2025,JioMart,4116.06,Grocery,Debit Card,May
05-06-2025,HP World,4362.92,Electronics,Net Banking,June
12-09-2025,Uber,205.94,Transport,UPI,September
24-03-2025,IndiGo,19470.74,Travel,Credit Card,March
15-09-2025,Gaana,921.1,Entertainment,Net Banking,September
20-01-2025,Starbucks,955.61,Food,Debit Card,January
05-04-2025,Yatra,15334.83,Travel,UPI,April
16-05-2025,Yatra,27289.83,Travel,UPI,May
30-12-2025,Gaana,249.52,Entertainment,Credit Card,December
17-11-2025,Apple Music,413.32,Entertainment,Credit Card,November
09-05-2025,Pizza Hut,174.37,Food,Credit Card,May
02-07-2025,Vodafone Idea,3972.2,Bills,UPI,July
08-07-2025,Biba,7257.52,Clothing,UPI,July
16-12-2025,Nykaa,6093.44,Online Shopping,Debit Card,December
17-05-2025,Metro Rail,1685.31,Transport,Net Banking,May
16-01-2025,Zee5,716.63,Entertainment,Net Banking,January
12-02-2025,TNEB,3171.52,Bills,Credit Card,February
19-11-2025,IndiGo,11439.56,Travel,UPI,November
19-02-2025,OnePlus,20558.66,Electronics,Credit Card,February
08-07-2025,MakeMyTrip,3959.15,Travel,Net Banking,July
04-10-2025,Fortis,3905.2,Healthcare,Credit Card,October
13-11-2025,Vodafone Idea,3300.38,Bills,Credit Card,November
30-05-2025,CloudNine,8504.76,Healthcare,Credit Card,May
08-12-2025,Meesho,12720.51,Online Shopping,Debit Card,December
28-06-2025,IndiGo,9889.33,Travel,UPI,June
09-03-2025,Fortis,7935.36,Healthcare,Debit Card,March
25-06-2025,Nature's Basket,2172.82,Grocery,Net Banking,June
29-03-2025,Spencers,4099.11,Grocery,UPI,March
14-02-2025,Paradise Biryani,817.54,Food,UPI,February
26-03-2025,DMart,4298.09,Grocery,Net Banking,March
11-11-2025,Yatra,6725.91,Travel,Debit Card,November
27-10-2025,Ajio,9975.53,Online Shopping,Credit Card,October
20-10-2025,Reliance Fresh,3906.33,Grocery,UPI,October
14-01-2025,Gas Agency,616.08,Bills,Debit Card,January
24-12-2025,KFC,1244.48,Food,Credit Card,December
03-04-2025,Lenskart,12302.47,Online Shopping,Credit Card,April
29-11-2025,Yatra,3359.21,Travel,Debit Card,November
19-02-2025,Apollo Hospital,17695.87,Healthcare,Debit Card,February
28-06-2025,Apple Store,28957.72,Electronics,UPI,June
04-01-2025,Netmeds,18244.2,Healthcare,Credit Card,January
11-10-2025,Yatra,18819.86,Travel,UPI,October
03-11-2025,Adidas,3260.49,Clothing,Credit Card,November
10-11-2025,Vodafone Idea,2414.34,Bills,UPI,November
17-10-2025,BigBazaar,3576.87,Grocery,Net Banking,October
07-07-2025,Vivo Store,109273.86,Electronics,Debit Card,July
30-08-2025,JioMart,4939.24,Grocery,Net Banking,August
07-07-2025,Yulu Bikes,405.13,Transport,Debit Card,July
23-11-2025,BSNL,4529.83,Bills,Credit Card,November
30-03-2025,Pizza Hut,929.66,Food,Credit Card,March
20-03-2025,Ajio,13375.83,Online Shopping,Credit Card,March
18-01-2025,1mg,14683.48,Healthcare,UPI,January
10-02-2025,Tata Cliq,11717.81,Online Shopping,Credit Card,February
08-08-2025,Gas Agency,2198.18,Bills,Credit Card,August
12-04-2025,Gaana,707.6,Entertainment,Credit Card,April
20-10-2025,Ajio,12224.59,Online Shopping,UPI,October
05-04-2025,Vistara,3975.25,Travel,Net Banking,April
13-09-2025,Nilgiris,1672.23,Grocery,UPI,September
24-11-2025,Uber,1176.63,Transport,Debit Card,November
06-07-2025,TNEB,3182.63,Bills,Net Banking,July
17-09-2025,More Supermarket,1329.62,Grocery,Credit Card,September
09-01-2025,Rapido,1837.58,Transport,UPI,January
18-06-2025,Booking.com,3098.91,Travel,UPI,June
28-08-2025,PharmEasy,10129.39,Healthcare,Credit Card,August
21-02-2025,Zara,1376.3,Clothing,UPI,February
09-07-2025,Airtel,442.96,Bills,Credit Card,July
17-05-2025,Star Bazaar,2377.25,Grocery,UPI,May
02-08-2025,IndiGo,9702.17,Travel,Net Banking,August
18-03-2025,Jio Fiber,4919.21,Bills,Credit Card,March
17-03-2025,Amazon Prime,739.18,Entertainment,UPI,March
21-04-2025,Burger King,242.09,Food,Net Banking,April
23-08-2025,Myntra,2991.11,Online Shopping,Debit Card,August
08-08-2025,Pepperfry,11826.44,Online Shopping,Net Banking,August
10-12-2025,A2B,1386.13,Food,Net Banking,December
26-04-2025,Apollo Pharmacy,2891.65,Healthcare,Credit Card,April
13-10-2025,Dominos,1249.18,Food,Credit Card,October
04-08-2025,More Supermarket,534.64,Grocery,UPI,August
11-12-2025,A2B,1005.65,Food,Net Banking,December
23-12-2025,SonyLiv,691.29,Entertainment,Net Banking,December
08-12-2025,Woodland,3076.37,Clothing,Credit Card,December
08-05-2025,Nilgiris,4383.89,Grocery,UPI,May
25-05-2025,Apollo Hospital,739.48,Healthcare,UPI,May
01-07-2025,BSNL,5547.68,Bills,Credit Card,July
04-12-2025,US Polo,1175.37,Clothing,Net Banking,December
18-03-2025,BSNL,4488.51,Bills,Credit Card,March
19-09-2025,Nilgiris,2133.83,Grocery,Credit Card,September
17-03-2025,Croma,16594,Electronics,Debit Card,March
24-02-2025,CCD,643.22,Food,Credit Card,February
18-09-2025,Water Board,627.92,Bills,Net Banking,September
08-05-2025,Amazon Prime,829.98,Entertainment,UPI,May
24-10-2025,BigBazaar,2917.59,Grocery,Net Banking,October
03-07-2025,Apple Store,72953.28,Electronics,Credit Card,July
08-05-2025,Nykaa,7942.89,Online Shopping,UPI,May
22-05-2025,Flipkart,16727.62,Online Shopping,Credit Card,May
20-08-2025,Tata Cliq,8421.88,Online Shopping,Credit Card,August
17-02-2025,DMart,2066.03,Grocery,Net Banking,February
06-08-2025,Air India,20469.36,Travel,UPI,August
10-11-2025,DMart,789.55,Grocery,Debit Card,November
06-05-2025,MakeMyTrip,21463,Travel,Debit Card,May
01-12-2025,Taco Bell,522.86,Food,Debit Card,December
12-03-2025,Taco Bell,1104.21,Food,Credit Card,March
20-03-2025,SonyLiv,426.4,Entertainment,Debit Card,March
02-12-2025,McDonalds,498.78,Food,Net Banking,December
21-11-2025,IRCTC,25964.97,Travel,Debit Card,November
11-12-2025,Airtel,5553.49,Bills,Net Banking,December
06-01-2025,Croma,91112.19,Electronics,Debit Card,January
16-01-2025,OYO,2990.68,Travel,Credit Card,January
22-07-2025,Apple Music,631.37,Entertainment,Debit Card,July
27-10-2025,Amazon,11880.24,Online Shopping,Debit Card,October
29-01-2025,Ajio,4404.16,Online Shopping,Debit Card,January
28-05-2025,Cream Stone,328.01,Food,Net Banking,May
02-04-2025,Aha,138.13,Entertainment,UPI,April
11-12-2025,Ajio,5260.41,Online Shopping,Debit Card,December
21-09-2025,Nykaa,3257.94,Online Shopping,UPI,September
20-09-2025,Property Tax Online,2324.43,Bills,Net Banking,September
21-02-2025,Lenskart,16971.6,Online Shopping,Net Banking,February
19-05-2025,Subway,1222.84,Food,Debit Card,May
09-08-2025,Apple Music,499.41,Entertainment,Credit Card,August
04-10-2025,Nilgiris,718.71,Grocery,Credit Card,October
30-03-2025,Pepperfry,5690.16,Online Shopping,Debit Card,March
18-07-2025,Pizza Hut,297.58,Food,Net Banking,July
23-12-2025,Yulu Bikes,827.96,Transport,Credit Card,December
27-01-2025,JioMart,1462.23,Grocery,UPI,January
17-04-2025,JioMart,3778.41,Grocery,Credit Card,April
28-12-2025,TNEB,4438.48,Bills,Debit Card,December
27-08-2025,Booking.com,24831.54,Travel,Net Banking,August
10-10-2025,JioMart,3115.42,Grocery,UPI,October
09-03-2025,Vivo Store,63376.59,Electronics,Net Banking,March
01-05-2025,Snapdeal,18832.83,Online Shopping,Net Banking,May
12-08-2025,Vivo Store,99170.46,Electronics,Debit Card,August
19-07-2025,H&M,3782.01,Clothing,UPI,July
09-01-2025,Pepperfry,3701.78,Online Shopping,Net Banking,January
21-06-2025,Netmeds,19357.71,Healthcare,Net Banking,June
03-11-2025,Burger King,212.43,Food,Credit Card,November
10-03-2025,TSRTC,751.02,Transport,Net Banking,March
15-04-2025,Boat Lifestyle,68623.3,Electronics,Credit Card,April
16-11-2025,Pantaloons,5357.58,Clothing,UPI,November
27-12-2025,Saravana Bhavan,483.23,Food,Credit Card,December
09-06-2025,Flipkart,4825.61,Online Shopping,Credit Card,June
05-03-2025,Nilgiris,4807.08,Grocery,Credit Card,March
04-10-2025,Tata Cliq,11378.25,Online Shopping,Debit Card,October
18-05-2025,Airtel,969.68,Bills,Net Banking,May
07-08-2025,Burger King,512.89,Food,UPI,August
26-12-2025,PharmEasy,1171.38,Healthcare,Credit Card,December
10-11-2025,Pepperfry,18994.29,Online Shopping,Net Banking,November
17-02-2025,Samsung Store,70919.57,Electronics,Credit Card,February
12-08-2025,Dominos,659.55,Food,UPI,August
04-12-2025,Zee5,603.26,Entertainment,Net Banking,December
19-12-2025,OYO,5912.56,Travel,Net Banking,December
25-10-2025,Saravana Bhavan,1336.94,Food,Net Banking,October
12-10-2025,Allen Solly,3047.62,Clothing,UPI,October
26-08-2025,IndiGo,3983.34,Travel,Credit Card,August
03-02-2025,ACT Fibernet,3168.23,Bills,Credit Card,February
14-07-2025,HP World,108452.24,Electronics,UPI,July
31-01-2025,Yulu Bikes,1727.78,Transport,Debit Card,January
03-03-2025,BMTC,275.5,Transport,Net Banking,March
27-12-2025,More Supermarket,857.34,Grocery,Debit Card,December
09-06-2025,Dominos,1236.4,Food,Debit Card,June
23-12-2025,Rapido,649.59,Transport,Credit Card,December
25-11-2025,Pepperfry,19791.74,Online Shopping,Credit Card,November
25-10-2025,AirAsia,29817.3,Travel,UPI,October
14-06-2025,SonyLiv,155.59,Entertainment,UPI,June
05-08-2025,CloudNine,13087.49,Healthcare,Debit Card,August
18-02-2025,Reliance Fresh,4718.87,Grocery,Net Banking,February
14-03-2025,MakeMyTrip,10106.87,Travel,Debit Card,March
08-01-2025,Biba,5125.54,Clothing,UPI,January
11-06-2025,More Supermarket,2111.08,Grocery,Net Banking,June
22-11-2025,Adidas,5570.73,Clothing,UPI,November
04-02-2025,IndiGo,25679.52,Travel,UPI,February
29-01-2025,BSNL,613.3,Bills,Net Banking,January
26-09-2025,Hotstar,957.14,Entertainment,UPI,September
02-09-2025,Myntra,7073.38,Online Shopping,UPI,September
07-10-2025,Yulu Bikes,391.78,Transport,Credit Card,October
23-04-2025,Apollo Hospital,15832.68,Healthcare,Debit Card,April
11-11-2025,Aha,99.83,Entertainment,Debit Card,November
27-12-2025,Gaana,616.47,Entertainment,Debit Card,December
01-03-2025,BigBazaar,4644.64,Grocery,Debit Card,March
25-09-2025,Vodafone Idea,2179.98,Bills,Debit Card,September
26-02-2025,Amazon Prime,501.86,Entertainment,Credit Card,February
01-07-2025,Snapdeal,11676.07,Online Shopping,Net Banking,July
27-05-2025,Vistara,11372.87,Travel,Credit Card,May
20-03-2025,Ajio,16290.41,Online Shopping,Credit Card,March
19-01-2025,Meru Cabs,918.39,Transport,Debit Card,January
05-06-2025,Amazon Prime,927.43,Entertainment,UPI,June
30-04-2025,IndiGo,4190.37,Travel,UPI,April
23-05-2025,Meesho,669.3,Online Shopping,Debit Card,May
02-07-2025,Amazon Prime,750.88,Entertainment,Debit Card,July
21-09-2025,YouTube Premium,180.49,Entertainment,Credit Card,September
17-01-2025,PharmEasy,8062.42,Healthcare,UPI,January
21-09-2025,Flipkart,3324.83,Online Shopping,UPI,September
29-10-2025,Taco Bell,633.56,Food,Credit Card,October
09-09-2025,Yatra,1308.81,Travel,Credit Card,September
26-12-2025,Netmeds,4422.02,Healthcare,Credit Card,December
02-06-2025,Nature's Basket,2644.27,Grocery,Net Banking,June
08-11-2025,AirAsia,19294.43,Travel,Credit Card,November
17-06-2025,Saravana Bhavan,242,Food,Debit Card,June
26-05-2025,Subway,1109.76,Food,Debit Card,May
27-01-2025,IndiGo,4228.14,Travel,Credit Card,January
24-09-2025,Mi Store,142587.66,Electronics,UPI,September
22-09-2025,Adidas,3705.34,Clothing,Net Banking,September
23-07-2025,SonyLiv,151.86,Entertainment,Net Banking,July
06-11-2025,Flipkart,10972.07,Online Shopping,Net Banking,November
30-11-2025,RedBus,470.1,Transport,Net Banking,November
26-04-2025,MedPlus,13032.47,Healthcare,Debit Card,April
01-11-2025,YouTube Premium,758.92,Entertainment,Credit Card,November
29-05-2025,Tata Cliq,14037.3,Online Shopping,Credit Card,May
02-01-2025,IndiGo,1310.56,Travel,Net Banking,January
31-03-2025,Pepperfry,13619.07,Online Shopping,Debit Card,March
23-11-2025,TSRTC,911.19,Transport,Debit Card,November
01-10-2025,Myntra,4060.4,Online Shopping,Credit Card,October
24-07-2025,AirAsia,14670.27,Travel,UPI,July
16-09-2025,Levis,6362.18,Clothing,Credit Card,September
09-08-2025,RedBus,1726.39,Transport,Credit Card,August
09-06-2025,PharmEasy,1503.4,Healthcare,Net Banking,June
19-10-2025,Pantaloons,4013.75,Clothing,UPI,October
31-10-2025,Amazon Prime,948.58,Entertainment,Credit Card,October
28-01-2025,MakeMyTrip,18182.37,Travel,Credit Card,January
13-12-2025,Nature's Basket,3951.44,Grocery,Net Banking,December
22-08-2025,Netflix,318.35,Entertainment,Credit Card,August
11-06-2025,RedBus,1337.91,Transport,Credit Card,June
25-07-2025,Netflix,411.54,Entertainment,Credit Card,July
16-07-2025,Dominos,1173.15,Food,Debit Card,July
07-01-2025,1mg,5915.31,Healthcare,Credit Card,January
25-09-2025,RedBus,647.8,Transport,Credit Card,September
01-03-2025,KFC,1391.99,Food,Debit Card,March
16-06-2025,KFC,716.57,Food,Credit Card,June
23-06-2025,Asus Store,51012.52,Electronics,Credit Card,June
23-06-2025,CCD,647.45,Food,Credit Card,June
24-03-2025,Tata Cliq,1790.8,Online Shopping,Credit Card,March
28-12-2025,IRCTC,11938.91,Travel,UPI,December
04-09-2025,A2B,923.34,Food,Credit Card,September
19-07-2025,BSNL,2466.57,Bills,Net Banking,July
01-08-2025,MakeMyTrip,711.42,Travel,Debit Card,August
12-07-2025,Gas Agency,3114.58,Bills,Net Banking,July
30-10-2025,Nykaa,5289.31,Online Shopping,Net Banking,October
14-12-2025,Aha,575.62,Entertainment,Net Banking,December
01-03-2025,Star Bazaar,2596.25,Grocery,Debit Card,March
23-05-2025,Apple Music,463.83,Entertainment,Net Banking,May
26-02-2025,Zara,7724.55,Clothing,UPI,February
10-08-2025,Yulu Bikes,497.37,Transport,Net Banking,August
08-12-2025,A2B,533.28,Food,Net Banking,December
22-04-2025,TNEB,3094.6,Bills,Debit Card,April
16-01-2025,Amazon,16163.41,Online Shopping,Debit Card,January
08-03-2025,IRCTC,28156.44,Travel,UPI,March
12-06-2025,Uber,858.21,Transport,Net Banking,June
25-07-2025,Boat Lifestyle,41879.08,Electronics,Credit Card,July
29-04-2025,Apollo Pharmacy,17508.96,Healthcare,Credit Card,April
28-02-2025,Dell Exclusive,44535.67,Electronics,Credit Card,February
12-06-2025,Burger King,1482.48,Food,Credit Card,June
08-12-2025,Apollo Pharmacy,5179.58,Healthcare,UPI,December
15-05-2025,JioMart,3888.14,Grocery,Credit Card,May
30-06-2025,Taco Bell,485.5,Food,Credit Card,June
12-03-2025,MakeMyTrip,17031.73,Travel,Net Banking,March
16-07-2025,Reliance Fresh,3531.18,Grocery,Debit Card,July
20-04-2025,TNEB,5773.77,Bills,Debit Card,April
09-09-2025,Yatra,15370.31,Travel,Net Banking,September
20-03-2025,Max Fashion,7865.01,Clothing,UPI,March
07-03-2025,Gaana,771.64,Entertainment,UPI,March
13-11-2025,Croma,86050.58,Electronics,UPI,November
26-07-2025,Vodafone Idea,2488.2,Bills,Net Banking,July
05-02-2025,Nykaa,15289.18,Online Shopping,UPI,February
27-07-2025,Aster,14374.2,Healthcare,Net Banking,July
20-08-2025,TSRTC,552.84,Transport,UPI,August
28-02-2025,Subway,584.77,Food,Debit Card,February
24-08-2025,Biba,3984.7,Clothing,Credit Card,August
18-09-2025,Barbeque Nation,225.83,Food,UPI,September
05-03-2025,Lenskart,12167.39,Online Shopping,Net Banking,March
08-07-2025,1mg,4706.32,Healthcare,Credit Card,July
10-12-2025,Apollo Hospital,4280.45,Healthcare,Net Banking,December
31-05-2025,CloudNine,13688.77,Healthcare,Credit Card,May
20-12-2025,YouTube Premium,952.79,Entertainment,Debit Card,December
15-12-2025,Vivo Store,114052.4,Electronics,Credit Card,December
29-08-2025,Fortis,16563.55,Healthcare,Net Banking,August
03-10-2025,BMTC,341.51,Transport,Credit Card,October
23-02-2025,Metro Rail,1380.2,Transport,Debit Card,February
20-10-2025,SonyLiv,454.06,Entertainment,Credit Card,October
07-06-2025,Apple Music,864.11,Entertainment,UPI,June
12-08-2025,Woodland,6462.69,Clothing,Debit Card,August
19-12-2025,AirAsia,27975.54,Travel,Net Banking,December
10-02-2025,Airtel,2083.94,Bills,Credit Card,February
10-10-2025,Rapido,1659.59,Transport,UPI,October
09-10-2025,Netmeds,14081.65,Healthcare,UPI,October
30-12-2025,Max Fashion,7719.07,Clothing,UPI,December
21-12-2025,Gaana,514.7,Entertainment,Net Banking,December
02-07-2025,AirAsia,25965.32,Travel,Net Banking,July
09-12-2025,Hotstar,331.5,Entertainment,Credit Card,December
