Date,Description,Amount,Category,PaymentMethod,Month,Year,Month_Number,Day,Weekday
2025-08-06,vodafone idea,1667.63,Bills,UPI,August,2025,8,6,Wednesday
2025-10-21,airasia,6264.29,Travel,Credit Card,October,2025,10,21,Tuesday
2025-09-23,oyo,15438.54,Travel,Credit Card,September,2025,9,23,Tuesday
2025-11-20,lenskart,2063.14,Online Shopping,UPI,November,2025,11,20,Thursday
2025-04-02,nature's basket,869.15,Grocery,Credit Card,April,2025,4,2,Wednesday
2025-08-05,nature's basket,3065.74,Grocery,UPI,August,2025,8,5,Tuesday
2025-11-07,ajio,19880.82,Online Shopping,Debit Card,November,2025,11,7,Friday
2025-06-04,aha,864.25,Entertainment,UPI,June,2025,6,4,Wednesday
2025-10-28,paradise biryani,488.9,Food,Net Banking,October,2025,10,28,Tuesday
2025-05-09,bsnl,3228.26,Bills,Debit Card,May,2025,5,9,Friday
2025-10-04,h&m,5560.42,Clothing,Net Banking,October,2025,10,4,Saturday
2025-07-13,metro rail,1224.32,Transport,Debit Card,July,2025,7,13,Sunday
2025-10-24,yulu bikes,1888.03,Transport,Debit Card,October,2025,10,24,Friday
2025-12-23,star bazaar,2616.98,Grocery,Net Banking,December,2025,12,23,Tuesday
2025-08-28,flipkart,10407.42,Online Shopping,Debit Card,August,2025,8,28,Thursday
2025-01-11,sony center,119718.87,Electronics,UPI,January,2025,1,11,Saturday
2025-09-17,dominos,100.2,Food,UPI,September,2025,9,17,Wednesday
2025-10-07,more supermarket,931.41,Grocery,Credit Card,October,2025,10,7,Tuesday
2025-07-14,asus store,137172.55,Electronics,Debit Card,July,2025,7,14,Monday
2025-10-14,us polo,2969.3,Clothing,Debit Card,October,2025,10,14,Tuesday
2025-08-09,bmtc,233.91,Transport,Credit Card,August,2025,8,9,Saturday
2025-02-02,yulu bikes,1304.82,Transport,UPI,February,2025,2,2,Sunday
2025-02-11,subway,291.13,Food,UPI,February,2025,2,11,Tuesday
2025-06-12,a2b,721.77,Food,Debit Card,June,2025,6,12,Thursday
2025-01-23,myntra,2826.55,Online Shopping,Net Banking,January,2025,1,23,Thursday
2025-07-10,noise,89602.49,Electronics,Credit Card,July,2025,7,10,Thursday
2025-03-07,hotstar,393.0,Entertainment,Debit Card,March,2025,3,7,Friday
2025-12-24,vodafone idea,793.41,Bills,UPI,December,2025,12,24,Wednesday
2025-08-09,star bazaar,1938.52,Grocery,Credit Card,August,2025,8,9,Saturday
2025-08-11,rapido,261.82,Transport,UPI,August,2025,8,11,Monday
2025-09-05,apollo pharmacy,17482.67,Healthcare,Debit Card,September,2025,9,5,Friday
2025-05-04,levis,5430.6,Clothing,Credit Card,May,2025,5,4,Sunday
2025-05-22,property tax online,1792.9,Bills,Credit Card,May,2025,5,22,Thursday
2025-10-18,bsnl,5740.9,Bills,UPI,October,2025,10,18,Saturday
2025-06-02,amazon,135.21,Online Shopping,Net Banking,June,2025,6,2,Monday
2025-09-12,sony center,49786.22,Electronics,UPI,September,2025,9,12,Friday
2025-11-01,water board,1593.99,Bills,Net Banking,November,2025,11,1,Saturday
2025-05-06,gas agency,2610.32,Bills,UPI,May,2025,5,6,Tuesday
2025-08-20,max fashion,5396.55,Clothing,Net Banking,August,2025,8,20,Wednesday
2025-02-16,tata cliq,11241.08,Online Shopping,Debit Card,February,2025,2,16,Sunday
2025-12-03,ola,1250.99,Transport,Debit Card,December,2025,12,3,Wednesday
2025-05-16,amazon prime,289.61,Entertainment,Net Banking,May,2025,5,16,Friday
2025-03-28,wrogn,6930.67,Clothing,Credit Card,March,2025,3,28,Friday
2025-07-30,bmtc,1980.28,Transport,Debit Card,July,2025,7,30,Wednesday
2025-03-14,spotify,299.83,Entertainment,Debit Card,March,2025,3,14,Friday
2025-05-12,jiomart,4057.55,Grocery,Net Banking,May,2025,5,12,Monday
2025-02-10,starbucks,1285.37,Food,Debit Card,February,2025,2,10,Monday
2025-02-27,goibibo,11894.23,Travel,Debit Card,February,2025,2,27,Thursday
2025-04-26,fortis,15132.78,Healthcare,Credit Card,April,2025,4,26,Saturday
2025-07-16,act fibernet,1605.74,Bills,Net Banking,July,2025,7,16,Wednesday
2025-12-11,tneb,4540.69,Bills,Net Banking,December,2025,12,11,Thursday
2025-12-24,tata cliq,5267.66,Online Shopping,Net Banking,December,2025,12,24,Wednesday
2025-01-19,zara,1519.45,Clothing,Credit Card,January,2025,1,19,Sunday
2025-03-22,apollo pharmacy,18718.63,Healthcare,UPI,March,2025,3,22,Saturday
2025-06-27,redbus,141.32,Transport,Debit Card,June,2025,6,27,Friday
2025-08-25,mi store,57404.96,Electronics,UPI,August,2025,8,25,Monday
2025-07-06,tata cliq,11020.82,Online Shopping,UPI,July,2025,7,6,Sunday
2025-04-06,spotify,284.27,Entertainment,Credit Card,April,2025,4,6,Sunday
2025-05-07,puma,5874.85,Clothing,Credit Card,May,2025,5,7,Wednesday
2025-09-30,indigo,6247.14,Travel,UPI,September,2025,9,30,Tuesday
2025-01-29,airasia,6893.82,Travel,Credit Card,January,2025,1,29,Wednesday
2025-07-02,sonyliv,918.18,Entertainment,UPI,July,2025,7,2,Wednesday
2025-07-13,meru cabs,1725.44,Transport,Credit Card,July,2025,7,13,Sunday
2025-09-21,hotstar,228.81,Entertainment,Debit Card,September,2025,9,21,Sunday
2025-09-29,samsung store,25143.68,Electronics,Debit Card,September,2025,9,29,Monday
2025-05-05,reliance fresh,2391.31,Grocery,Net Banking,May,2025,5,5,Monday
2025-04-05,dell exclusive,127948.78,Electronics,Debit Card,April,2025,4,5,Saturday
2025-09-20,airtel,4422.43,Bills,Net Banking,September,2025,9,20,Saturday
2025-12-05,zara,6477.98,Clothing,Debit Card,December,2025,12,5,Friday
2025-04-23,vistara,9191.21,Travel,Debit Card,April,2025,4,23,Wednesday
2025-04-20,hp world,132749.14,Electronics,Debit Card,April,2025,4,20,Sunday
2025-02-13,spotify,172.47,Entertainment,UPI,February,2025,2,13,Thursday
2025-08-16,airasia,28812.73,Travel,Credit Card,August,2025,8,16,Saturday
2025-02-15,hotstar,945.91,Entertainment,UPI,February,2025,2,15,Saturday
2025-08-08,star bazaar,3087.32,Grocery,Credit Card,August,2025,8,8,Friday
2025-11-27,oneplus,32231.86,Electronics,Credit Card,November,2025,11,27,Thursday
2025-03-19,ola,649.09,Transport,UPI,March,2025,3,19,Wednesday
2025-08-18,zee5,977.96,Entertainment,Net Banking,August,2025,8,18,Monday
2025-01-31,property tax online,3803.05,Bills,Debit Card,January,2025,1,31,Friday
2025-07-16,tneb,3307.39,Bills,Net Banking,July,2025,7,16,Wednesday
2025-07-09,oyo,1378.98,Travel,Debit Card,July,2025,7,9,Wednesday
2025-02-27,allen solly,7845.25,Clothing,Net Banking,February,2025,2,27,Thursday
2025-08-14,mcdonalds,1197.28,Food,Debit Card,August,2025,8,14,Thursday
2025-04-14,spotify,809.46,Entertainment,Debit Card,April,2025,4,14,Monday
2025-03-07,samsung store,143383.11,Electronics,UPI,March,2025,3,7,Friday
2025-09-29,gas agency,3933.89,Bills,Debit Card,September,2025,9,29,Monday
2025-04-15,tata cliq,12215.06,Online Shopping,Credit Card,April,2025,4,15,Tuesday
2025-06-11,myntra,7995.66,Online Shopping,Debit Card,June,2025,6,11,Wednesday
2025-08-21,kfc,1206.71,Food,UPI,August,2025,8,21,Thursday
2025-06-07,hotstar,294.94,Entertainment,UPI,June,2025,6,7,Saturday
2025-05-20,wrogn,5342.56,Clothing,Debit Card,May,2025,5,20,Tuesday
2025-03-27,vodafone idea,5570.97,Bills,Credit Card,March,2025,3,27,Thursday
2025-05-27,meru cabs,1371.59,Transport,Debit Card,May,2025,5,27,Tuesday
2025-10-08,ajio,14259.95,Online Shopping,UPI,October,2025,10,8,Wednesday
2025-09-21,sonyliv,715.2,Entertainment,Credit Card,September,2025,9,21,Sunday
2025-12-17,water board,3107.07,Bills,Credit Card,December,2025,12,17,Wednesday
2025-12-26,metro rail,957.15,Transport,UPI,December,2025,12,26,Friday
2025-05-09,1mg,8788.62,Healthcare,Credit Card,May,2025,5,9,Friday
2025-10-04,adidas,1732.18,Clothing,UPI,October,2025,10,4,Saturday
2025-08-12,ajio,2607.62,Online Shopping,Debit Card,August,2025,8,12,Tuesday
2025-07-14,a2b,555.8,Food,Debit Card,July,2025,7,14,Monday
2025-02-24,boat lifestyle,29502.88,Electronics,Net Banking,February,2025,2,24,Monday
2025-10-03,water board,2510.78,Bills,UPI,October,2025,10,3,Friday
2025-01-15,gaana,719.52,Entertainment,Net Banking,January,2025,1,15,Wednesday
2025-10-27,reliance digital,133794.03,Electronics,Net Banking,October,2025,10,27,Monday
2025-10-20,water board,2089.15,Bills,Net Banking,October,2025,10,20,Monday
2025-04-07,starbucks,1224.25,Food,Credit Card,April,2025,4,7,Monday
2025-10-25,nature's basket,757.04,Grocery,Debit Card,October,2025,10,25,Saturday
2025-10-26,max fashion,3305.68,Clothing,Credit Card,October,2025,10,26,Sunday
2025-01-09,booking.com,29587.72,Travel,Debit Card,January,2025,1,9,Thursday
2025-05-24,air india,13708.54,Travel,Credit Card,May,2025,5,24,Saturday
2025-06-07,fortis,18892.5,Healthcare,Net Banking,June,2025,6,7,Saturday
2025-06-19,1mg,11010.08,Healthcare,Debit Card,June,2025,6,19,Thursday
2025-06-16,act fibernet,2191.31,Bills,UPI,June,2025,6,16,Monday
2025-09-13,medplus,5490.71,Healthcare,Debit Card,September,2025,9,13,Saturday
2025-04-06,adidas,5732.41,Clothing,Credit Card,April,2025,4,6,Sunday
2025-01-13,myntra,14567.04,Online Shopping,Debit Card,January,2025,1,13,Monday
2025-10-30,amazon,2942.4,Online Shopping,Credit Card,October,2025,10,30,Thursday
2025-11-16,star bazaar,1089.15,Grocery,UPI,November,2025,11,16,Sunday
2025-09-25,sonyliv,453.61,Entertainment,Debit Card,September,2025,9,25,Thursday
2025-01-18,netflix,290.66,Entertainment,Net Banking,January,2025,1,18,Saturday
2025-03-04,dmart,4553.73,Grocery,UPI,March,2025,3,4,Tuesday
2025-12-11,more supermarket,1744.58,Grocery,UPI,December,2025,12,11,Thursday
2025-05-23,samsung store,94742.08,Electronics,Credit Card,May,2025,5,23,Friday
2025-12-19,subway,438.5,Food,Credit Card,December,2025,12,19,Friday
2025-11-16,subway,887.85,Food,Credit Card,November,2025,11,16,Sunday
2025-01-14,apple store,19100.71,Electronics,Net Banking,January,2025,1,14,Tuesday
2025-11-29,metro rail,96.32,Transport,Credit Card,November,2025,11,29,Saturday
2025-08-03,jio fiber,2059.22,Bills,Credit Card,August,2025,8,3,Sunday
2025-05-31,more supermarket,1693.46,Grocery,Net Banking,May,2025,5,31,Saturday
2025-04-18,paradise biryani,991.26,Food,Debit Card,April,2025,4,18,Friday
2025-08-19,nature's basket,1025.13,Grocery,Debit Card,August,2025,8,19,Tuesday
2025-03-14,nilgiris,2188.11,Grocery,Debit Card,March,2025,3,14,Friday
2025-07-24,spotify,302.55,Entertainment,Debit Card,July,2025,7,24,Thursday
2025-11-16,dell exclusive,130987.84,Electronics,Net Banking,November,2025,11,16,Sunday
2025-08-02,ccd,1119.26,Food,Credit Card,August,2025,8,2,Saturday
2025-10-01,kauvery,15684.14,Healthcare,Credit Card,October,2025,10,1,Wednesday
2025-04-05,nilgiris,448.83,Grocery,UPI,April,2025,4,5,Saturday
2025-06-09,metro rail,1404.44,Transport,UPI,June,2025,6,9,Monday
2025-10-06,yatra,22039.63,Travel,Net Banking,October,2025,10,6,Monday
2025-11-14,medplus,649.9,Healthcare,UPI,November,2025,11,14,Friday
2025-12-07,mcdonalds,914.07,Food,UPI,December,2025,12,7,Sunday
2025-11-30,levis,5470.35,Clothing,Net Banking,November,2025,11,30,Sunday
2025-06-23,sonyliv,871.5,Entertainment,Credit Card,June,2025,6,23,Monday
2025-11-27,kfc,1392.38,Food,Debit Card,November,2025,11,27,Thursday
2025-08-01,yatra,22597.09,Travel,Debit Card,August,2025,8,1,Friday
2025-09-09,sony center,143563.92,Electronics,Credit Card,September,2025,9,9,Tuesday
2025-07-28,makemytrip,7390.41,Travel,UPI,July,2025,7,28,Monday
2025-04-15,pantaloons,2986.52,Clothing,Debit Card,April,2025,4,15,Tuesday
2025-05-14,biba,3885.4,Clothing,Credit Card,May,2025,5,14,Wednesday
2025-08-04,nilgiris,2451.26,Grocery,Debit Card,August,2025,8,4,Monday
2025-05-24,star bazaar,4195.59,Grocery,UPI,May,2025,5,24,Saturday
2025-04-23,reliance fresh,2012.91,Grocery,Debit Card,April,2025,4,23,Wednesday
2025-04-11,starbucks,1326.56,Food,Net Banking,April,2025,4,11,Friday
2025-04-04,airasia,1191.05,Travel,Debit Card,April,2025,4,4,Friday
2025-06-05,asus store,80206.6,Electronics,Net Banking,June,2025,6,5,Thursday
2025-02-14,metro rail,301.95,Transport,Net Banking,February,2025,2,14,Friday
2025-01-06,pantaloons,2578.14,Clothing,Credit Card,January,2025,1,6,Monday
2025-07-14,jiomart,4291.75,Grocery,Credit Card,July,2025,7,14,Monday
2025-03-26,gas agency,4014.34,Bills,UPI,March,2025,3,26,Wednesday
2025-05-21,samsung store,67441.44,Electronics,Debit Card,May,2025,5,21,Wednesday
2025-10-01,tsrtc,1276.02,Transport,Credit Card,October,2025,10,1,Wednesday
2025-04-07,fortis,13381.99,Healthcare,Net Banking,April,2025,4,7,Monday
2025-02-02,puma,3225.3,Clothing,Debit Card,February,2025,2,2,Sunday
2025-10-07,goibibo,15919.14,Travel,UPI,October,2025,10,7,Tuesday
2025-06-15,woodland,5614.75,Clothing,Net Banking,June,2025,6,15,Sunday
2025-04-29,star bazaar,4647.47,Grocery,UPI,April,2025,4,29,Tuesday
2025-05-24,lenskart,14442.25,Online Shopping,Debit Card,May,2025,5,24,Saturday
2025-01-06,tneb,5850.5,Bills,Debit Card,January,2025,1,6,Monday
2025-04-07,tneb,5440.12,Bills,Debit Card,April,2025,4,7,Monday
2025-06-13,yatra,27346.93,Travel,Credit Card,June,2025,6,13,Friday
2025-07-19,pharmeasy,797.84,Healthcare,UPI,July,2025,7,19,Saturday
2025-06-07,us polo,3949.99,Clothing,Debit Card,June,2025,6,7,Saturday
2025-10-20,allen solly,3984.58,Clothing,Net Banking,October,2025,10,20,Monday
2025-08-05,flipkart,535.02,Online Shopping,UPI,August,2025,8,5,Tuesday
2025-08-29,woodland,2453.91,Clothing,Credit Card,August,2025,8,29,Friday
2025-02-27,gas agency,3851.15,Bills,Debit Card,February,2025,2,27,Thursday
2025-03-06,tsrtc,1114.15,Transport,Debit Card,March,2025,3,6,Thursday
2025-08-31,oneplus,128008.08,Electronics,Net Banking,August,2025,8,31,Sunday
2025-02-15,spencers,3113.72,Grocery,Debit Card,February,2025,2,15,Saturday
2025-01-22,allen solly,6414.95,Clothing,Credit Card,January,2025,1,22,Wednesday
2025-03-24,noise,93292.5,Electronics,Net Banking,March,2025,3,24,Monday
2025-02-15,woodland,4527.72,Clothing,Credit Card,February,2025,2,15,Saturday
2025-01-10,barbeque nation,1201.89,Food,Credit Card,January,2025,1,10,Friday
2025-09-11,netflix,375.7,Entertainment,UPI,September,2025,9,11,Thursday
2025-05-01,apple music,914.72,Entertainment,Net Banking,May,2025,5,1,Thursday
2025-06-26,amazon,5070.61,Online Shopping,UPI,June,2025,6,26,Thursday
2025-08-28,ola,910.98,Transport,Debit Card,August,2025,8,28,Thursday
2025-09-16,meru cabs,359.25,Transport,Debit Card,September,2025,9,16,Tuesday
2025-04-18,puma,6214.75,Clothing,UPI,April,2025,4,18,Friday
2025-03-21,youtube premium,806.37,Entertainment,UPI,March,2025,3,21,Friday
2025-08-27,nykaa,11573.7,Online Shopping,UPI,August,2025,8,27,Wednesday
2025-04-14,subway,1405.52,Food,UPI,April,2025,4,14,Monday
2025-09-21,makemytrip,7606.01,Travel,Net Banking,September,2025,9,21,Sunday
2025-02-21,dominos,679.31,Food,Credit Card,February,2025,2,21,Friday
2025-07-02,spencers,2340.75,Grocery,Credit Card,July,2025,7,2,Wednesday
2025-10-10,dmart,789.93,Grocery,UPI,October,2025,10,10,Friday
2025-10-31,pizza hut,552.54,Food,Debit Card,October,2025,10,31,Friday
2025-09-04,h&m,2885.83,Clothing,Credit Card,September,2025,9,4,Thursday
2025-08-21,nature's basket,1690.22,Grocery,Net Banking,August,2025,8,21,Thursday
2025-06-10,amazon prime,650.89,Entertainment,Net Banking,June,2025,6,10,Tuesday
2025-09-18,air india,24299.24,Travel,UPI,September,2025,9,18,Thursday
2025-01-30,flipkart,5517.67,Online Shopping,Debit Card,January,2025,1,30,Thursday
2025-10-17,dmart,2974.81,Grocery,UPI,October,2025,10,17,Friday
2025-01-28,booking.com,16741.49,Travel,Credit Card,January,2025,1,28,Tuesday
2025-06-04,pharmeasy,229.14,Healthcare,Credit Card,June,2025,6,4,Wednesday
2025-12-08,starbucks,360.07,Food,Credit Card,December,2025,12,8,Monday
2025-10-17,mi store,46022.92,Electronics,Credit Card,October,2025,10,17,Friday
2025-10-26,1mg,8552.84,Healthcare,UPI,October,2025,10,26,Sunday
2025-08-24,meru cabs,1917.56,Transport,UPI,August,2025,8,24,Sunday
2025-06-05,asus store,134142.52,Electronics,UPI,June,2025,6,5,Thursday
2025-05-18,nature's basket,2715.73,Grocery,Credit Card,May,2025,5,18,Sunday
2025-05-05,samsung store,106995.32,Electronics,UPI,May,2025,5,5,Monday
2025-08-03,irctc,18389.19,Travel,Credit Card,August,2025,8,3,Sunday
2025-01-02,flipkart,2700.77,Online Shopping,UPI,January,2025,1,2,Thursday
2025-03-18,meesho,5880.05,Online Shopping,Credit Card,March,2025,3,18,Tuesday
2025-11-22,wrogn,7689.12,Clothing,Credit Card,November,2025,11,22,Saturday
2025-12-02,aha,675.36,Entertainment,UPI,December,2025,12,2,Tuesday
2025-08-24,barbeque nation,1136.61,Food,Net Banking,August,2025,8,24,Sunday
2025-04-23,starbucks,939.0,Food,Debit Card,April,2025,4,23,Wednesday
2025-07-24,adidas,4932.53,Clothing,Debit Card,July,2025,7,24,Thursday
2025-03-11,property tax online,633.31,Bills,Net Banking,March,2025,3,11,Tuesday
2025-03-27,water board,710.73,Bills,Debit Card,March,2025,3,27,Thursday
2025-08-09,makemytrip,28281.93,Travel,UPI,August,2025,8,9,Saturday
2025-06-02,tsrtc,945.39,Transport,Debit Card,June,2025,6,2,Monday
2025-02-26,apple music,910.35,Entertainment,Net Banking,February,2025,2,26,Wednesday
2025-06-07,biba,6106.68,Clothing,Debit Card,June,2025,6,7,Saturday
2025-03-11,oneplus,58082.4,Electronics,Net Banking,March,2025,3,11,Tuesday
2025-04-05,wrogn,3495.48,Clothing,UPI,April,2025,4,5,Saturday
2025-12-02,meru cabs,1806.65,Transport,UPI,December,2025,12,2,Tuesday
2025-06-11,meru cabs,642.97,Transport,Debit Card,June,2025,6,11,Wednesday
2025-07-22,kauvery,1333.9,Healthcare,Credit Card,July,2025,7,22,Tuesday
2025-10-21,cloudnine,6178.82,Healthcare,Debit Card,October,2025,10,21,Tuesday
2025-08-21,chai point,1177.39,Food,Debit Card,August,2025,8,21,Thursday
2025-10-27,hp world,68844.26,Electronics,Debit Card,October,2025,10,27,Monday
2025-11-02,tneb,2552.69,Bills,UPI,November,2025,11,2,Sunday
2025-07-05,kauvery,8988.93,Healthcare,UPI,July,2025,7,5,Saturday
2025-07-11,lenskart,10118.68,Online Shopping,UPI,July,2025,7,11,Friday
2025-04-01,dell exclusive,25012.73,Electronics,Credit Card,April,2025,4,1,Tuesday
2025-06-28,tata cliq,6711.09,Online Shopping,Debit Card,June,2025,6,28,Saturday
2025-05-11,nilgiris,3780.41,Grocery,Credit Card,May,2025,5,11,Sunday
2025-03-18,a2b,374.7,Food,Credit Card,March,2025,3,18,Tuesday
2025-04-13,indigo,23052.22,Travel,Debit Card,April,2025,4,13,Sunday
2025-12-03,apple store,27340.64,Electronics,UPI,December,2025,12,3,Wednesday
2025-03-10,nykaa,18138.91,Online Shopping,Credit Card,March,2025,3,10,Monday
2025-09-20,yulu bikes,1748.52,Transport,Credit Card,September,2025,9,20,Saturday
2025-05-25,yatra,22270.37,Travel,UPI,May,2025,5,25,Sunday
2025-12-29,redbus,1498.38,Transport,Debit Card,December,2025,12,29,Monday
2025-02-13,dominos,146.93,Food,Debit Card,February,2025,2,13,Thursday
2025-08-06,amazon,11031.92,Online Shopping,UPI,August,2025,8,6,Wednesday
2025-07-20,metro rail,1750.08,Transport,UPI,July,2025,7,20,Sunday
2025-06-28,irctc,11354.25,Travel,Credit Card,June,2025,6,28,Saturday
2025-02-17,gas agency,540.24,Bills,Net Banking,February,2025,2,17,Monday
2025-06-11,vodafone idea,3798.85,Bills,Credit Card,June,2025,6,11,Wednesday
2025-02-21,reliance fresh,3047.69,Grocery,UPI,February,2025,2,21,Friday
2025-01-04,irctc,28350.99,Travel,Debit Card,January,2025,1,4,Saturday
2025-10-22,yulu bikes,1974.27,Transport,Credit Card,October,2025,10,22,Wednesday
2025-08-25,irctc,19840.12,Travel,Net Banking,August,2025,8,25,Monday
2025-03-05,aha,197.28,Entertainment,Debit Card,March,2025,3,5,Wednesday
2025-09-21,starbucks,333.7,Food,Debit Card,September,2025,9,21,Sunday
2025-08-21,bsnl,4121.98,Bills,Credit Card,August,2025,8,21,Thursday
2025-03-27,spencers,3878.79,Grocery,Net Banking,March,2025,3,27,Thursday
2025-11-18,levis,4822.19,Clothing,UPI,November,2025,11,18,Tuesday
2025-01-27,myntra,9511.15,Online Shopping,Net Banking,January,2025,1,27,Monday
2025-01-16,ccd,719.32,Food,Net Banking,January,2025,1,16,Thursday
2025-12-08,dmart,3770.63,Grocery,Debit Card,December,2025,12,8,Monday
2025-01-14,medplus,14126.09,Healthcare,Net Banking,January,2025,1,14,Tuesday
2025-06-30,kfc,681.2,Food,Debit Card,June,2025,6,30,Monday
2025-12-24,aster,18005.06,Healthcare,Credit Card,December,2025,12,24,Wednesday
2025-03-08,amazon prime,907.98,Entertainment,Debit Card,March,2025,3,8,Saturday
2025-08-18,air india,29177.25,Travel,Debit Card,August,2025,8,18,Monday
2025-05-26,airtel,5028.51,Bills,Credit Card,May,2025,5,26,Monday
2025-05-17,tneb,389.29,Bills,Credit Card,May,2025,5,17,Saturday
2025-08-12,dominos,1471.88,Food,UPI,August,2025,8,12,Tuesday
2025-11-05,flipkart,1155.26,Online Shopping,UPI,November,2025,11,5,Wednesday
2025-01-31,tneb,3894.81,Bills,Net Banking,January,2025,1,31,Friday
2025-09-10,max fashion,5006.05,Clothing,Debit Card,September,2025,9,10,Wednesday
2025-02-03,wrogn,3060.63,Clothing,UPI,February,2025,2,3,Monday
2025-03-18,spotify,667.84,Entertainment,Net Banking,March,2025,3,18,Tuesday
2025-03-01,kfc,1453.89,Food,Credit Card,March,2025,3,1,Saturday
2025-10-04,levis,2647.99,Clothing,UPI,October,2025,10,4,Saturday
